index;month;noticias_suicidio;media_sentimiento_noticias;sentiment_analysis_score;mes;descrip;suicidios;Menores_de_15_anos;De_15_a_29_anos;De_30_a_39_anos;De_40_a_44_anos;De_45_a_49_anos;De_50_a_54_anos;De_55_a_59_anos;De_60_a_64_anos;De_65_a_69_anos;De_70_a_74_anos;De_75_a_79_anos;De_80_a_84_anos;De_85_a_89_anos;De_90_a_94_anos;De_95_anos_y_mns;Unnamed:_18
73.0;2011-02-01;193;-0.010673575129533685;-12.300518134715025;2011-02-01;Mujeres;49.0;0.0;4.0;6.0;8.0;5.0;8.0;3.0;4.0;1.0;4.0;1.0;2.0;2.0;0.0;1.0;
74.0;2011-03-01;146;-0.006164383561643837;-7.287671232876712;2011-03-01;Mujeres;65.0;0.0;4.0;10.0;6.0;6.0;5.0;7.0;4.0;8.0;5.0;2.0;5.0;3.0;0.0;0.0;
75.0;2011-04-01;209;-0.010047846889952158;-9.732057416267942;2011-04-01;Mujeres;70.0;0.0;4.0;8.0;7.0;7.0;10.0;6.0;5.0;8.0;7.0;3.0;1.0;4.0;0.0;0.0;
76.0;2011-05-01;236;-0.01046610169491526;-10.733050847457626;2011-05-01;Mujeres;67.0;0.0;6.0;13.0;8.0;5.0;6.0;3.0;3.0;4.0;10.0;2.0;3.0;3.0;1.0;0.0;
77.0;2011-06-01;157;-0.014840764331210194;-16.29936305732484;2011-06-01;Mujeres;61.0;0.0;5.0;10.0;7.0;6.0;6.0;3.0;4.0;7.0;5.0;3.0;3.0;0.0;1.0;1.0;
78.0;2011-07-01;158;-0.005696202531645572;-8.70253164556962;2011-07-01;Mujeres;64.0;0.0;2.0;8.0;3.0;9.0;5.0;5.0;9.0;2.0;10.0;3.0;4.0;2.0;1.0;1.0;
79.0;2011-08-01;169;-0.008343195266272195;-10.165680473372781;2011-08-01;Mujeres;56.0;1.0;1.0;10.0;3.0;10.0;4.0;7.0;4.0;2.0;4.0;4.0;3.0;1.0;2.0;0.0;
80.0;2011-09-01;148;-0.010202702702702708;-10.513513513513514;2011-09-01;Mujeres;65.0;0.0;0.0;13.0;3.0;4.0;9.0;7.0;3.0;8.0;5.0;3.0;4.0;4.0;1.0;1.0;
81.0;2011-10-01;156;-0.009871794871794877;-12.75;2011-10-01;Mujeres;76.0;0.0;9.0;7.0;12.0;3.0;10.0;7.0;6.0;6.0;4.0;1.0;5.0;3.0;2.0;1.0;
82.0;2011-11-01;214;-0.011682242990654205;-14.546728971962617;2011-11-01;Mujeres;50.0;0.0;3.0;11.0;2.0;4.0;5.0;3.0;0.0;2.0;3.0;7.0;6.0;4.0;0.0;0.0;
83.0;2011-12-01;246;-0.018130081300812975;-21.65447154471545;2011-12-01;Mujeres;62.0;0.0;2.0;10.0;11.0;6.0;8.0;3.0;2.0;4.0;4.0;5.0;4.0;3.0;0.0;0.0;
84.0;2012-01-01;231;-0.018571428571428548;-23.571428571428573;2012-01-01;Mujeres;53.0;0.0;4.0;6.0;7.0;3.0;6.0;4.0;4.0;4.0;5.0;3.0;4.0;1.0;1.0;1.0;
85.0;2012-02-01;183;-0.011803278688524599;-11.53551912568306;2012-02-01;Mujeres;54.0;0.0;8.0;14.0;4.0;2.0;7.0;3.0;4.0;2.0;3.0;2.0;3.0;2.0;0.0;0.0;
86.0;2012-03-01;181;-0.012375690607734809;-15.756906077348066;2012-03-01;Mujeres;69.0;0.0;4.0;15.0;9.0;6.0;6.0;6.0;0.0;2.0;7.0;7.0;4.0;3.0;0.0;0.0;
87.0;2012-04-01;212;-0.014764150943396222;-15.028301886792454;2012-04-01;Mujeres;77.0;1.0;5.0;10.0;12.0;7.0;5.0;4.0;3.0;5.0;11.0;5.0;5.0;3.0;1.0;0.0;
88.0;2012-05-01;178;-0.010617977528089892;-10.101123595505618;2012-05-01;Mujeres;76.0;0.0;5.0;14.0;7.0;10.0;9.0;2.0;5.0;4.0;7.0;6.0;7.0;0.0;0.0;0.0;
89.0;2012-06-01;149;-0.015369127516778538;-14.228187919463087;2012-06-01;Mujeres;66.0;0.0;10.0;9.0;7.0;2.0;6.0;7.0;3.0;8.0;2.0;5.0;3.0;3.0;1.0;0.0;
90.0;2012-07-01;141;-0.008865248226950357;-7.98581560283688;2012-07-01;Mujeres;83.0;0.0;8.0;12.0;8.0;8.0;8.0;9.0;6.0;8.0;1.0;7.0;2.0;5.0;1.0;0.0;
91.0;2012-08-01;160;-0.005625000000000001;-2.4875;2012-08-01;Mujeres;72.0;0.0;6.0;6.0;5.0;9.0;14.0;4.0;8.0;7.0;4.0;3.0;3.0;3.0;0.0;0.0;
92.0;2012-09-01;162;-0.010493827160493832;-9.685185185185185;2012-09-01;Mujeres;70.0;0.0;1.0;12.0;9.0;4.0;6.0;5.0;5.0;9.0;5.0;5.0;6.0;2.0;0.0;1.0;
93.0;2012-10-01;199;-0.011708542713567843;-12.07035175879397;2012-10-01;Mujeres;55.0;0.0;3.0;6.0;9.0;5.0;9.0;4.0;3.0;3.0;3.0;2.0;2.0;5.0;1.0;0.0;
94.0;2012-11-01;360;-0.009583333333333326;-12.180555555555555;2012-11-01;Mujeres;64.0;0.0;6.0;8.0;4.0;6.0;6.0;3.0;4.0;6.0;8.0;5.0;5.0;3.0;0.0;0.0;
95.0;2012-12-01;240;-0.013041666666666668;-17.175;2012-12-01;Mujeres;76.0;0.0;6.0;11.0;9.0;9.0;9.0;9.0;6.0;2.0;3.0;5.0;3.0;4.0;0.0;0.0;
96.0;2013-01-01;171;-0.015672514619883036;-13.035087719298245;2013-01-01;Mujeres;94.0;2.0;8.0;14.0;10.0;9.0;7.0;9.0;7.0;7.0;5.0;10.0;4.0;2.0;0.0;0.0;
97.0;2013-02-01;212;-0.013396226415094333;-14.20754716981132;2013-02-01;Mujeres;65.0;0.0;11.0;7.0;8.0;4.0;7.0;3.0;7.0;6.0;4.0;6.0;1.0;1.0;0.0;0.0;
98.0;2013-03-01;185;-0.011837837837837838;-11.032432432432433;2013-03-01;Mujeres;93.0;0.0;5.0;13.0;8.0;10.0;10.0;7.0;6.0;6.0;9.0;4.0;9.0;3.0;2.0;1.0;
99.0;2013-04-01;200;-0.014799999999999995;-17.75;2013-04-01;Mujeres;77.0;1.0;7.0;6.0;9.0;8.0;7.0;6.0;10.0;5.0;5.0;6.0;3.0;3.0;1.0;0.0;
100.0;2013-05-01;214;-0.012616822429906544;-11.397196261682243;2013-05-01;Mujeres;92.0;0.0;3.0;9.0;12.0;9.0;13.0;9.0;6.0;9.0;7.0;7.0;5.0;2.0;1.0;0.0;
101.0;2013-06-01;219;-0.012694063926940644;-9.529680365296803;2013-06-01;Mujeres;83.0;0.0;5.0;11.0;7.0;6.0;8.0;12.0;7.0;5.0;6.0;6.0;5.0;4.0;0.0;1.0;
102.0;2013-07-01;138;-0.010362318840579716;-11.644927536231885;2013-07-01;Mujeres;84.0;0.0;6.0;9.0;8.0;9.0;10.0;10.0;7.0;4.0;5.0;5.0;4.0;3.0;2.0;2.0;
103.0;2013-08-01;150;-0.010800000000000006;-15.613333333333333;2013-08-01;Mujeres;86.0;0.0;6.0;17.0;7.0;7.0;10.0;6.0;6.0;8.0;4.0;6.0;7.0;2.0;0.0;0.0;
104.0;2013-09-01;172;-0.009593023255813958;-12.284883720930232;2013-09-01;Mujeres;71.0;0.0;4.0;12.0;10.0;7.0;9.0;6.0;3.0;5.0;3.0;8.0;2.0;1.0;1.0;0.0;
105.0;2013-10-01;157;-0.011592356687898096;-11.363057324840764;2013-10-01;Mujeres;72.0;0.0;10.0;8.0;4.0;11.0;8.0;3.0;3.0;2.0;8.0;4.0;4.0;5.0;1.0;1.0;
106.0;2013-11-01;111;-0.006306306306306308;-9.198198198198199;2013-11-01;Mujeres;71.0;0.0;7.0;7.0;4.0;8.0;12.0;6.0;1.0;6.0;6.0;5.0;5.0;4.0;0.0;0.0;
107.0;2013-12-01;122;-0.01057377049180328;-10.049180327868852;2013-12-01;Mujeres;71.0;0.0;4.0;10.0;7.0;5.0;9.0;10.0;2.0;7.0;3.0;6.0;5.0;1.0;2.0;0.0;
108.0;2014-01-01;141;-0.013829787234042561;-16.43971631205674;2014-01-01;Mujeres;60.0;1.0;3.0;10.0;1.0;6.0;8.0;4.0;2.0;8.0;2.0;7.0;6.0;2.0;0.0;0.0;
109.0;2014-02-01;181;-0.01055248618784531;-13.425414364640885;2014-02-01;Mujeres;66.0;0.0;6.0;13.0;5.0;8.0;4.0;9.0;1.0;11.0;3.0;0.0;4.0;2.0;0.0;0.0;
110.0;2014-03-01;218;-0.012752293577981643;-15.224770642201834;2014-03-01;Mujeres;92.0;1.0;14.0;13.0;8.0;10.0;9.0;7.0;7.0;6.0;5.0;5.0;2.0;3.0;2.0;0.0;
111.0;2014-04-01;155;-0.01225806451612904;-13.587096774193549;2014-04-01;Mujeres;97.0;3.0;15.0;10.0;5.0;11.0;3.0;8.0;16.0;4.0;3.0;7.0;4.0;4.0;4.0;0.0;
112.0;2014-05-01;192;-0.014218749999999995;-18.786458333333332;2014-05-01;Mujeres;77.0;0.0;5.0;13.0;9.0;6.0;12.0;4.0;0.0;7.0;6.0;7.0;5.0;3.0;0.0;0.0;
113.0;2014-06-01;183;-0.009890710382513667;-12.53551912568306;2014-06-01;Mujeres;80.0;1.0;1.0;13.0;9.0;5.0;4.0;4.0;11.0;10.0;5.0;7.0;4.0;5.0;1.0;0.0;
114.0;2014-07-01;160;-0.007437500000000002;-5.55625;2014-07-01;Mujeres;79.0;0.0;3.0;7.0;13.0;17.0;8.0;4.0;7.0;6.0;3.0;4.0;3.0;2.0;2.0;0.0;
115.0;2014-08-01;219;-0.017168949771689486;-17.264840182648403;2014-08-01;Mujeres;93.0;0.0;5.0;9.0;5.0;15.0;16.0;8.0;7.0;5.0;8.0;4.0;5.0;4.0;1.0;1.0;
116.0;2014-09-01;170;-0.015176470588235286;-14.047058823529412;2014-09-01;Mujeres;87.0;0.0;9.0;10.0;9.0;9.0;11.0;8.0;4.0;7.0;5.0;2.0;6.0;5.0;2.0;0.0;
117.0;2014-10-01;164;-0.010487804878048786;-14.25;2014-10-01;Mujeres;96.0;0.0;7.0;8.0;13.0;16.0;7.0;8.0;7.0;8.0;11.0;1.0;2.0;3.0;5.0;0.0;
118.0;2014-11-01;178;-0.014213483146067405;-19.146067415730336;2014-11-01;Mujeres;65.0;0.0;6.0;10.0;8.0;9.0;3.0;6.0;11.0;4.0;3.0;0.0;3.0;2.0;0.0;0.0;
119.0;2014-12-01;168;-0.016785714285714275;-24.613095238095237;2014-12-01;Mujeres;80.0;0.0;6.0;13.0;8.0;8.0;9.0;7.0;5.0;5.0;3.0;8.0;4.0;2.0;2.0;0.0;
120.0;2015-01-01;192;-0.008437500000000006;-11.625;2015-01-01;Mujeres;72.0;0.0;3.0;9.0;6.0;7.0;10.0;8.0;3.0;5.0;5.0;6.0;5.0;3.0;2.0;0.0;
121.0;2015-02-01;150;-0.00866666666666667;-14.846666666666666;2015-02-01;Mujeres;73.0;0.0;3.0;11.0;5.0;5.0;7.0;12.0;2.0;5.0;3.0;11.0;4.0;3.0;1.0;1.0;
122.0;2015-03-01;219;-0.011917808219178082;-16.49771689497717;2015-03-01;Mujeres;103.0;0.0;6.0;13.0;9.0;14.0;4.0;15.0;9.0;7.0;11.0;5.0;5.0;4.0;1.0;0.0;
123.0;2015-04-01;209;-0.012153110047846895;-14.511961722488039;2015-04-01;Mujeres;70.0;0.0;5.0;5.0;9.0;13.0;8.0;7.0;5.0;5.0;6.0;2.0;4.0;0.0;0.0;1.0;
124.0;2015-05-01;215;-0.01186046511627907;-13.651162790697674;2015-05-01;Mujeres;83.0;0.0;5.0;10.0;8.0;13.0;4.0;8.0;10.0;7.0;5.0;5.0;2.0;5.0;1.0;0.0;
125.0;2015-06-01;172;-0.007441860465116282;-5.755813953488372;2015-06-01;Mujeres;59.0;0.0;4.0;8.0;7.0;6.0;4.0;4.0;7.0;2.0;6.0;4.0;3.0;2.0;2.0;0.0;
126.0;2015-07-01;219;-0.012785388127853878;-11.036529680365296;2015-07-01;Mujeres;87.0;0.0;9.0;4.0;5.0;13.0;7.0;7.0;8.0;9.0;4.0;7.0;6.0;3.0;5.0;0.0;
127.0;2015-08-01;293;-0.023139931740614336;-34.1160409556314;2015-08-01;Mujeres;76.0;1.0;5.0;9.0;9.0;14.0;6.0;2.0;8.0;4.0;4.0;6.0;4.0;2.0;1.0;1.0;
128.0;2015-09-01;150;-0.00786666666666667;-13.113333333333333;2015-09-01;Mujeres;77.0;0.0;12.0;11.0;5.0;9.0;10.0;4.0;5.0;2.0;3.0;7.0;7.0;2.0;0.0;0.0;
129.0;2015-10-01;217;-0.011198156682027647;-16.179723502304146;2015-10-01;Mujeres;85.0;0.0;12.0;6.0;13.0;6.0;12.0;5.0;8.0;3.0;3.0;7.0;6.0;2.0;1.0;1.0;
130.0;2015-11-01;160;-0.013937500000000002;-19.78125;2015-11-01;Mujeres;56.0;0.0;6.0;5.0;8.0;6.0;8.0;1.0;3.0;6.0;5.0;6.0;1.0;1.0;0.0;0.0;
131.0;2015-12-01;163;-0.007300613496932516;-9.036809815950921;2015-12-01;Mujeres;81.0;0.0;8.0;4.0;12.0;5.0;13.0;8.0;7.0;7.0;8.0;3.0;3.0;3.0;0.0;0.0;
132.0;2016-01-01;212;-0.014811320754716976;-15.915094339622641;2016-01-01;Mujeres;80.0;1.0;8.0;12.0;11.0;5.0;6.0;9.0;5.0;9.0;1.0;6.0;4.0;3.0;0.0;0.0;
133.0;2016-02-01;171;-0.01426900584795321;-15.210526315789474;2016-02-01;Mujeres;58.0;1.0;2.0;7.0;6.0;5.0;10.0;5.0;5.0;4.0;4.0;2.0;3.0;3.0;1.0;0.0;
134.0;2016-03-01;240;-0.004916666666666669;2.9458333333333333;2016-03-01;Mujeres;77.0;0.0;5.0;6.0;5.0;15.0;6.0;6.0;6.0;9.0;5.0;7.0;4.0;0.0;3.0;0.0;
135.0;2016-04-01;191;-0.011832460732984294;-6.534031413612565;2016-04-01;Mujeres;66.0;0.0;1.0;14.0;9.0;4.0;5.0;1.0;9.0;6.0;3.0;8.0;1.0;4.0;1.0;0.0;
136.0;2016-05-01;194;-0.006082474226804127;-4.695876288659794;2016-05-01;Mujeres;67.0;0.0;6.0;6.0;7.0;5.0;6.0;5.0;6.0;8.0;6.0;3.0;5.0;1.0;2.0;1.0;
137.0;2016-06-01;167;-0.010658682634730545;-10.580838323353293;2016-06-01;Mujeres;75.0;0.0;5.0;9.0;5.0;5.0;11.0;9.0;3.0;6.0;7.0;6.0;3.0;4.0;2.0;0.0;
138.0;2016-07-01;208;-0.007980769230769234;-12.149038461538462;2016-07-01;Mujeres;89.0;2.0;8.0;10.0;6.0;8.0;4.0;9.0;10.0;8.0;5.0;5.0;4.0;5.0;2.0;3.0;
139.0;2016-08-01;234;-0.010299145299145294;-13.025641025641026;2016-08-01;Mujeres;92.0;0.0;8.0;10.0;5.0;8.0;13.0;7.0;6.0;9.0;8.0;4.0;9.0;3.0;2.0;0.0;
140.0;2016-09-01;235;-0.011021276595744665;-19.693617021276594;2016-09-01;Mujeres;81.0;0.0;4.0;13.0;5.0;5.0;6.0;11.0;5.0;8.0;6.0;6.0;8.0;2.0;2.0;0.0;
141.0;2016-10-01;234;-0.010512820512820516;-15.239316239316238;2016-10-01;Mujeres;73.0;0.0;8.0;5.0;8.0;9.0;6.0;10.0;7.0;7.0;5.0;2.0;3.0;2.0;1.0;0.0;
142.0;2016-11-01;151;-0.015033112582781463;-17.973509933774835;2016-11-01;Mujeres;61.0;0.0;5.0;10.0;5.0;6.0;4.0;4.0;9.0;5.0;1.0;3.0;3.0;5.0;1.0;0.0;
143.0;2016-12-01;168;-0.01577380952380952;-12.148809523809524;2016-12-01;Mujeres;88.0;0.0;7.0;8.0;8.0;8.0;12.0;5.0;8.0;9.0;7.0;6.0;3.0;5.0;2.0;0.0;
144.0;2017-01-01;205;-0.013268292682926825;-17.87317073170732;2017-01-01;Mujeres;81.0;1.0;9.0;11.0;8.0;6.0;8.0;10.0;3.0;6.0;5.0;5.0;4.0;4.0;1.0;0.0;
145.0;2017-02-01;178;-0.012977528089887646;-22.0561797752809;2017-02-01;Mujeres;82.0;0.0;5.0;7.0;14.0;6.0;6.0;12.0;5.0;4.0;6.0;6.0;6.0;5.0;0.0;0.0;
146.0;2017-03-01;190;-0.014315789473684205;-16.878947368421052;2017-03-01;Mujeres;82.0;3.0;5.0;9.0;6.0;5.0;12.0;10.0;10.0;7.0;2.0;6.0;3.0;2.0;2.0;0.0;
147.0;2017-04-01;198;-0.016717171717171703;-17.02020202020202;2017-04-01;Mujeres;88.0;1.0;5.0;10.0;13.0;3.0;9.0;8.0;8.0;6.0;8.0;6.0;6.0;5.0;0.0;0.0;
148.0;2017-05-01;242;-0.007644628099173557;-3.9214876033057853;2017-05-01;Mujeres;84.0;0.0;5.0;8.0;8.0;7.0;8.0;13.0;10.0;5.0;6.0;4.0;8.0;2.0;0.0;0.0;
149.0;2017-06-01;147;-0.013945578231292522;-14.312925170068027;2017-06-01;Mujeres;79.0;1.0;7.0;9.0;4.0;6.0;5.0;9.0;9.0;7.0;7.0;5.0;7.0;3.0;0.0;0.0;
150.0;2017-07-01;237;-0.015232067510548527;-14.320675105485233;2017-07-01;Mujeres;83.0;0.0;7.0;6.0;5.0;7.0;6.0;10.0;11.0;4.0;13.0;6.0;5.0;2.0;1.0;0.0;
151.0;2017-08-01;143;-0.009300699300699303;-10.811188811188812;2017-08-01;Mujeres;69.0;0.0;5.0;9.0;3.0;7.0;12.0;3.0;8.0;4.0;6.0;2.0;3.0;7.0;0.0;0.0;
152.0;2017-09-01;171;-0.01649122807017543;-18.619883040935672;2017-09-01;Mujeres;90.0;1.0;8.0;11.0;9.0;10.0;14.0;8.0;3.0;6.0;7.0;3.0;5.0;3.0;1.0;1.0;
153.0;2017-10-01;189;-0.013703703703703699;-17.21693121693122;2017-10-01;Mujeres;87.0;0.0;7.0;6.0;8.0;8.0;15.0;11.0;2.0;10.0;10.0;5.0;2.0;3.0;0.0;0.0;
154.0;2017-11-01;186;-0.02198924731182793;-30.381720430107528;2017-11-01;Mujeres;71.0;0.0;4.0;8.0;12.0;5.0;10.0;6.0;6.0;7.0;3.0;5.0;4.0;0.0;1.0;0.0;
155.0;2017-12-01;151;-0.013046357615894047;-16.94701986754967;2017-12-01;Mujeres;65.0;0.0;2.0;4.0;8.0;6.0;11.0;8.0;6.0;2.0;6.0;6.0;2.0;1.0;2.0;1.0;
;2018-01-01;214;-0.02280373831775698;-25.939252336448597;;;;;;;;;;;;;;;;;;;
;2018-02-01;160;-0.01668749999999999;-20.28125;;;;;;;;;;;;;;;;;;;
;2018-03-01;157;-0.017070063694267515;-21.203821656050955;;;;;;;;;;;;;;;;;;;
;2018-04-01;165;-0.011212121212121218;-9.23030303030303;;;;;;;;;;;;;;;;;;;
;2018-05-01;191;-0.016963350785340305;-22.554973821989527;;;;;;;;;;;;;;;;;;;
;2018-06-01;184;-0.014456521739130436;-16.96195652173913;;;;;;;;;;;;;;;;;;;
;2018-07-01;197;-0.021319796954314716;-23.050761421319798;;;;;;;;;;;;;;;;;;;
;2018-08-01;156;-0.013974358974358982;-12.262820512820513;;;;;;;;;;;;;;;;;;;
;2018-09-01;206;-0.01815533980582522;-19.519417475728154;;;;;;;;;;;;;;;;;;;
;2018-10-01;198;-0.015101010101010098;-18.237373737373737;;;;;;;;;;;;;;;;;;;
;2018-11-01;167;-0.019281437125748493;-19.610778443113773;;;;;;;;;;;;;;;;;;;
;2018-12-01;162;-0.012345679012345687;-15.703703703703704;;;;;;;;;;;;;;;;;;;
;2019-01-01;176;-0.017784090909090902;-18.823863636363637;;;;;;;;;;;;;;;;;;;
;2019-02-01;146;-0.009383561643835619;-13.472602739726028;;;;;;;;;;;;;;;;;;;
;2019-03-01;197;-0.016142131979695426;-23.111675126903553;;;;;;;;;;;;;;;;;;;
;2019-04-01;312;-0.015929487179487164;-11.41025641025641;;;;;;;;;;;;;;;;;;;
;2019-05-01;205;-0.01492682926829269;-12.692682926829269;;;;;;;;;;;;;;;;;;;
;2019-06-01;227;-0.025022026431718036;-25.493392070484582;;;;;;;;;;;;;;;;;;;
;2019-07-01;209;-0.02210526315789472;-20.30622009569378;;;;;;;;;;;;;;;;;;;
;2019-08-01;239;-0.02707112970711294;-25.447698744769873;;;;;;;;;;;;;;;;;;;
;2019-09-01;42;-0.021190476190476194;-16.30952380952381;;;;;;;;;;;;;;;;;;;
